0,0
 0,0
 0,0
 0,0
 0,0
 0,0
 0,0010008811950683594
 0,0
 0,001001119613647461
 0,0019989013671875
 0,004003047943115234
 0,006999015808105469
 0,015002012252807617
 0,028996944427490234
 0,059001922607421875
 0,12300491333007812
 0,21499896049499512
 0,409013032913208
 0,8159070014953613
 1,655055046081543
 3,2020649909973145
 6,508484125137329
 13,162772178649902
 25,38817000389099
 51,096673011779785
 ----------

0,0
 0,0
 0,0
 0,0
 0,0010001659393310547
 0,0
 0,0
 0,0009999275207519531
 0,0009989738464355469
 0,0009999275207519531
 0,003997087478637695
 0,008996009826660156
 0,01399993896484375
 0,030000925064086914
 0,055001020431518555
 0,10835385322570801
 0,20600509643554688
 0,40801310539245605
 0,8160319328308105
 1,6283750534057617
 3,2628531455993652
 6,90533709526062
 14,732050895690918
 27,49076199531555
 52,087214946746826
 ----------

0,0
 0,0
 0,0009999275207519531
 0,0
 0,0
 0,0
 0,0
 0,0010030269622802734
 0,0009980201721191406
 0,004002094268798828
 0,006006956100463867
 0,0068511962890625
 0,013998985290527344
 0,028001070022583008
 0,05700087547302246
 0,13001108169555664
 0,31574487686157227
 0,4090099334716797
 0,8090250492095947
 1,5924551486968994
 3,229780912399292
 6,399929046630859
 12,798863172531128
 25,304866075515747
 50,698533058166504
 ----------

0,0
 0,0
 0,0
 0,0
 0,0
 0,0
 0,0
 0,0009989738464355469
 0,0009989738464355469
 0,0019989013671875
 0,006000995635986328
 0,007003068923950195
 0,013998985290527344
 0,029000043869018555
 0,055004119873046875
 0,12557697296142578
 0,20300579071044922
 0,4110138416290283
 0,80902099609375
 1,6037249565124512
 3,6772000789642334
 6,462164878845215
 12,967430114746094
 25,470464944839478
 51,112858057022095
 ----------

0,0
 0,0
 0,0
 0,0
 0,0
 0,0010001659393310547
 0,0
 0,0009989738464355469
 0,0009980201721191406
 0,0019979476928710938
 0,006999969482421875
 0,006997108459472656
 0,014998912811279297
 0,02999401092529297
 0,0559999942779541
 0,10900402069091797
 0,20700311660766602
 0,4180138111114502
 0,811262845993042
 1,6255440711975098
 3,2005488872528076
 6,3719258308410645
 12,732566833496094
 25,363446950912476
 50,673656940460205
 ----------
